personalname,parentname,ethnicname,partnername,grandparentname,ethnicity,gender
792,732,,,,,
792,,,,,,
792,1616,,,,,
792,1529,,,,,
792,2720,,,,,
792,1329,,,,,
792,1297,,,,,
792,140,,,,,
792,135,,,,,
792,827,,,,,
792,65,,,,,
792|7956,,,,,,
793,612,,,,,
793,1179,,,,,
793,3891,1789,,,,
7931,,,,,,
7931,,15163,,,,
7931|15207|15208,,,,,,
7931|68|7932,,,,,,
7934,,,,,,
7937,,,,,,
794,402,,3592,,,
794,2287,,,,,
794,794,,,,,
794,7505,,,,,
7941,,,,,,
7941|1643,9068,,,,,
7941|8093,,,,,,
7943,,,,,,
7956|13821,,,,,,
796,,,,,,
796,392,,,,,
796,7929,11914,,,,
796,4594,,,,,
796,389,,,,,
796,2204,,,,,
796,212,,,,,
7965,,7966,,,,
7968,,,,,,
797,5997,,,,,
7975,7976,,,,,
799,2175,,,,,
7990,247,,141,,,
8,1705,,,,,
800,838,,,,,
8006,,,,,,
8016,,,,,,
8018,,,,,,
8020,,,,,,
803,,,,,,
804,,5347,,,,
804,1663,,,,,
804,784,,,,,
804,757,,,,,
8060,,,334,,,
8060|8061,,,,,,
809,213,5388,,,,
8091|3149|2658,,,,,,
810,15142,,,,,
8101,8103,,8104,998,,
8104,998,,8101,8105,,
811,,,,,,
812,1134,,,,,
812,8202,,,,,
812,3891,,,,,
812,,,,,,
813,435,,,,,
8137|11201|3935,,,,,,
8137|12503|12504,1546,,12501,,,
8137|12529,,,2196,,,
8137|12548,2196,,,,,
8137|13930,,,2173,,,
8137|13986,,,13983,,,
8137|558,2196,,,,,
8137|8139,,,,,,
816,247,,,,,
816,449,,,,,
816,2219,,,,,
816,1196,16052,,,,
816,,,,,,
816,10906,,,,,
8164,,,,,,
817,,,,,,
8175,,,,,,
8183,1476,16551,,,,
8183,,,16347,,,
8183,280,,,,,
819,1646,,,,,
819,1354,,,,,
8196,842,,,,,
8199,8200,,,,,
820,464,3886,,,,
8206,141,,,,,
8221,8222,,,,,
8222,5078,,,,,
8222,7611,,,,,
8222|3235,,,,,,
8232,10325,,,,,
8232,486,,,,,
8232,,,,,,
824,1374,,,,,
825,728,,,,,
825,,,,,,
825,8232,,,,,
825|10829,,,,,,
825|11005,,,,,,
825|9853,,,,,,
826,,,,,,
826,1222,,,,,
827,14915,,,,,
827,1126,,,,,
827,836,,,,,
8276,,,,,,
8278,14957,,,,,
828,,,1580,,,
8283,831,,,,,
829|10085,,,,,,
83,567,,,,,
831,274,,,,,
831,1310,,,,,
8315,,,,,,
832,1300,,,,,
8322,23,,,,,
833,,,,,,
8361,90,,,,,
839,839,,,,,
839,,,,,,
839,196,,,,,
8394,,,,,,
84,1640,,,,,
84,473,,,,,
84,792,,,,,
84,1655,,,,,
840,792,,,,,
840,20,,,,,
8401,747,,,,,
841,2287,,,,,
841,9979,,,,,
841,1762,8679,,,,
842,5538,,,,,
842,2287,,,,,
842,3384,,,,,
842,474,,,,,
842,842,,,,,
842,1222,,,,,
842,1374,,,,,
842,1757,,,,,
842,20,,,,,
842,129,,,,,
842,,,,,,
843|7394,,,,,,
846,13139,,,,,
846,2287,,,,,
8462|2659,,,,,,
8462|443,,,,,,
8462|485,,,,,,
8466,714,8468,,,,
8475,1747,,,,,
8478,,,,,,
8488,8489,,,,,
8492,,,,,,
85,5805,,,,,
85,,,,,,
85,1248,,,,,
85,1248,,3382,,,
85,784,,,,,
85,32,,,,,
85,20,,3391,,,
850,212,,,,,
850,,,,,,
8526,274,,,,,
854,2371,,,,,
855,10276,,,,,
8562,,,,,,
858,858,,,,,
8583,1043,,,,,
859,182,,,,,
8590,,,,,,
8593,,,,,,
8598,274,,,,,
8601,,,,,,
862,,4797,,,,
862,,,,,,
8627,1763,,,,,
863,1709,,1030,,,
8647,8648,,,,,
865,549,,,,,
8655,,,,,,
866,,,,,,
867,5514,,2287,,,
868,,,,,,
8691|8692,,,,,,
87,,,,,,
8706|2243,,,,,,
870|675,,,,,,
871,619,,,,,
8712,530,,,,,
8728,8728,,,,,
8728,14038,,,,,
8735,,,,,,
8746,,,,,,
875,,,,,,
8764|8765,,,,,,
8767|8768,,,,,,
877,4383,,,,,
877,,,,,,
877,359,,,,,
8782,471,,,,,
8793,1062,,,,,
8802,60,,,,,
8813,265,,,,,
882,,,,,,
8838,396,,,,,
884,,,,,,
884,8060,,,,,
887,,,,,,
8882,,,,,,
8890,,,1169,,,
89,49,,,,,
8902|8903,,,,,,
891,624,,393,,,
892,1011,,,,,
892,,,,,,
8925|8926,,,,,,
8928|209,,,,,,
8928|212,,,,,,
8931|1299,,,,,,
8941|2251,,,,,,
8946,,8947,,,,
895,1095,,,,,
895,1539,,,,,
8959|796,,,,,,
8965,14213,,,,,
8965,,,,,,
897,1151,,3383,,,
898,729,5316,,,,
8985,,,,,,
8990,,,,,,
8990|8959,,,,,,
8999,565,,,,,
90,762,5313,,,,
900,853,,,,,
9001,1569,,,,,
9015,,,8060,,,
9017,,,,,,
9019,,,,,,
902,660,,,,,
9021,,,,,,
9025,9026,,,,,
9026,,,,,,
9026,56,,,,,
9026,10786,,,,,
9026,9393,,,,,
9028,2229,,,,,
9028,10906,,,,,
9028,5368,,,,,
903,,,,,,
904,,,,,,
9055,629,,,,,
906,896,,,,,
906,1656,6201,,,,
9064,,,,,,
907,12347,,,,,
907,196,,,,,
9083,3724,,,,,
9089,5607,,,,,
909,12192,,,,,
909,909,,,,,
9104,9105,,,,,
9108,9109,,,,,
911,,,,,,
9119|9064|9120,,,,,,
912,,,1476,,,
9123,,,14092,,,
9133,,,212,,,
9135,,,,,,
9138,,,,,,
9144,,,,,,
9144,,,124,,,
9148,9149,,,,,
915,,,,,,
916,,,,,,
9161,1442,,,,,
919,,,,,,
9208,,,,,,
9210,,,,,,
9219|11253,,,,,,
9219|9220,,,,,,
922,,,,,,
9235,,,,,,
924,,,613,,,
9242,,,,,,
9258,,,,,,
927,8194,,,,,
928,3955,2401,,,,
929,243,,,,,
9299|12403,,,2261,,,
93,1252,,,,,
9309,,,161,,,
932,56,,,,,
932,,,,,,
9332,5078,,,,,
9332,1194,,,,,
9332,,,,,,
9332,274,,,,,
935,2173,,,,,
936,,,,,,
9362,5444,,,,,
9362,5444,,,,,
937,937,,,,,
9388,,,,,,
939,247,,,,,
9390,1255,,,,,
9393,9117,,,,,
940,274,,,,,
9411|2176,,,,,,
942,,,,,,
943,,,,,,
9430|2229,,,,,,
9447,2287,,1772,,,
9479,,,,,,
950,,,,,,
9|503,,,,,,
9506,,,,,,
9512,,,,,,
9516,2873,,,,,
9524|9525,,,,,,
9528,9528,,,7033,,
9528,13765,,,,,
9528,1171,,,,,
9528,13782,,,,,
9528,,,,,,
954,,,,,,
9548,9549,,,,,
9559,,,,,,
956,274,,,,,
9568,2185,,,,,
9576,2252,,,,,
959,707,,,,,
960,247,,,,,
961,1653,,11740,,,
961,961,,,,,
963,702,2576,,,,
9638|9639,,,9640,,,
9647|1204,1205,,,,,
9653,,,,,,
9670,,,,,,
9670|1210,,,,,,
968,15893,,,,,
969,12232,2820,,,,
97,696,,,,,
9709|6717,,,,,,
9721|2239,,,,,,
9721|7713|2239,,,,,,
9734,2176,,,,,
9740,3706,,,,,
9743,1640,,,,,
975,,,384,,,
9751|2251,,,,,,
9755,,,,,,
9758,2272,,,,,
9761,879,,,,,
9765,,,,,,
9767,,,,,,
977,15035,,,,,
977,2287,,,,,
977,,,464,,,
9774,,,,,,
9776,,,,,,
978,,,1117,,,
9781|389,,,,,,
9781|817,,,,,,
979,,,135,,,
979,,,,,,
979,10906,,,,,
979,1377,,,,,
979,1361,,,,,
979,907,,794,,,
979,228,,,,,
9805,,,,,,
981,363,,,,,
983,141,,,,,
9836,,,,,,
984,134,,,,,
9850,9851,,,,,
9859,2196,,,,,
9860,,,,,,
9866,7713,,,,,
987,,,,,,
9872,,,,,,
988,225,,,,,
988,1044,,,,,
9881,,,,,,
990,223,,,,,
990,2287,,3621,,,
991,419,,,,,
9911,,,,,,
9922,,,,,,
993,3958,,,,,
9932,9933,,,,,
994,,,,,,
996,3453,,,,,
997,,,,,,
9979|8127,,,,,,
998,,,,,,
998,335,,,,,
998,409,,,,,
998,1616,,,,,
998,497,,,,,
998,2464,,,,,
998,930,,,,,
998,1006,,,,,
998,1195,,,,,
998,1434,,,,,
998,1593,,,,,
998|15109,,,,,,
999,,,8712,,,
,807,,,,,
